ATM_ID,Date,Day_of_Week,Time_of_Day,Total_Withdrawals,Total_Deposits,Location_Type,Holiday_Flag,Special_Event_Flag,Previous_Day_Cash_Level,Weather_Condition,Nearby_Competitor_ATMs,Cash_Demand_Next_Day
ATM_0039,2022-04-10,Sunday,Evening,66916,5374,Supermarket,0,0,90995,Snowy,0,72169
ATM_0008,2023-08-22,Tuesday,Morning,29892,8400,Bank Branch,0,0,102886,Cloudy,1,21981
ATM_0015,2023-11-23,Thursday,Afternoon,22494,6020,Standalone,0,0,103837,Clear,3,14388
ATM_0040,2023-12-06,Wednesday,Afternoon,56419,18615,Mall,0,0,132785,Rainy,4,35361
ATM_0008,2023-06-17,Saturday,Morning,21158,10775,Bank Branch,0,0,92034,Cloudy,0,14751
ATM_0033,2023-03-31,Friday,Night,41315,5518,Mall,0,1,91026,Snowy,3,48726
ATM_0031,2022-07-08,Friday,Afternoon,53513,7529,Supermarket,0,0,105676,Cloudy,5,51850
ATM_0040,2022-05-07,Saturday,Night,49117,8895,Bank Branch,0,0,103822,Rainy,1,51127
ATM_0048,2023-11-05,Sunday,Afternoon,32754,13209,Bank Branch,0,0,94594,Rainy,3,16863
ATM_0031,2022-10-24,Monday,Evening,60552,9610,Mall,0,1,94480,Cloudy,2,49267
ATM_0043,2022-10-09,Sunday,Night,44574,13290,Gas Station,0,0,92094,Clear,3,35719
ATM_0027,2023-03-12,Sunday,Afternoon,36626,10348,Mall,0,0,86986,Clear,4,27549
ATM_0025,2022-01-12,Wednesday,Evening,45100,11801,Mall,0,0,110826,Cloudy,0,46793
ATM_0023,2022-05-23,Monday,Night,34990,5724,Gas Station,0,0,75879,Rainy,2,31028
ATM_0033,2023-05-31,Wednesday,Afternoon,36710,20270,Standalone,0,1,102956,Cloudy,4,29370
ATM_0005,2022-06-28,Tuesday,Afternoon,43116,4912,Standalone,0,0,117203,Snowy,3,42963
ATM_0046,2022-05-24,Tuesday,Evening,62153,17634,Standalone,0,1,138051,Clear,5,55095
ATM_0031,2023-01-21,Saturday,Night,92363,8228,Supermarket,0,0,88150,Snowy,1,96912
ATM_0045,2022-11-28,Monday,Evening,54906,3399,Supermarket,0,0,95224,Cloudy,0,51473
ATM_0003,2022-01-31,Monday,Afternoon,52123,12376,Bank Branch,1,0,123413,Clear,3,41385
ATM_0044,2023-05-03,Wednesday,Evening,25171,10833,Bank Branch,0,1,121199,Rainy,0,23401
ATM_0012,2023-01-29,Sunday,Night,20968,7254,Mall,0,0,126608,Snowy,0,11081
ATM_0003,2022-03-16,Wednesday,Night,48191,3299,Standalone,0,0,90286,Clear,1,43556
ATM_0021,2022-04-21,Thursday,Night,55832,4130,Gas Station,0,0,122252,Rainy,1,41988
ATM_0017,2023-05-18,Thursday,Night,48933,13864,Standalone,0,0,115663,Rainy,3,44504
ATM_0034,2022-07-16,Saturday,Morning,46818,12711,Supermarket,0,0,93242,Clear,1,29703
ATM_0003,2022-05-24,Tuesday,Morning,50033,8626,Standalone,0,0,90855,Clear,2,39133
ATM_0012,2023-11-30,Thursday,Night,39663,12338,Bank Branch,0,0,126212,Cloudy,4,19570
ATM_0023,2023-01-01,Sunday,Afternoon,67566,3717,Mall,1,0,125784,Cloudy,0,80804
ATM_0037,2022-03-22,Tuesday,Afternoon,36406,10709,Supermarket,0,0,106274,Clear,3,31581
ATM_0015,2022-02-22,Tuesday,Evening,27730,9126,Mall,0,0,127203,Snowy,2,25775
ATM_0025,2023-12-22,Friday,Evening,16721,22093,Mall,0,0,129909,Rainy,2,2354
ATM_0005,2023-07-02,Sunday,Afternoon,45730,2780,Supermarket,0,1,108897,Snowy,3,43994
ATM_0040,2022-02-28,Monday,Morning,66814,14027,Supermarket,0,0,119516,Snowy,5,65799
ATM_0002,2022-02-03,Thursday,Evening,50132,2922,Gas Station,0,0,119557,Snowy,0,57954
ATM_0009,2022-07-29,Friday,Evening,45944,3051,Mall,0,0,127040,Clear,4,46523
ATM_0040,2023-12-21,Thursday,Morning,81491,10456,Standalone,0,1,92390,Cloudy,4,88130
ATM_0048,2023-09-20,Wednesday,Morning,38297,13676,Supermarket,0,0,88816,Rainy,2,23706
ATM_0047,2022-02-12,Saturday,Morning,43095,7976,Mall,0,0,122656,Rainy,5,37768
ATM_0023,2023-03-18,Saturday,Night,40178,7446,Standalone,0,0,101598,Rainy,0,42934
ATM_0004,2022-01-27,Thursday,Afternoon,54813,5060,Supermarket,0,0,114460,Cloudy,5,45752
ATM_0044,2022-01-19,Wednesday,Night,36066,7479,Mall,0,0,98542,Cloudy,5,25830
ATM_0009,2023-03-17,Friday,Night,78339,11190,Supermarket,0,0,83184,Cloudy,0,55808
ATM_0040,2023-01-12,Thursday,Evening,54871,12902,Bank Branch,0,0,124184,Clear,1,46232
ATM_0015,2022-04-05,Tuesday,Morning,49635,6462,Bank Branch,0,0,144197,Clear,0,37213
ATM_0047,2022-09-13,Tuesday,Morning,54904,5824,Mall,0,0,133058,Cloudy,1,40344
ATM_0019,2022-02-14,Monday,Evening,81166,9138,Standalone,0,0,114294,Rainy,2,77089
ATM_0009,2023-09-13,Wednesday,Night,51525,17490,Gas Station,0,0,93743,Clear,0,48690
ATM_0017,2023-07-11,Tuesday,Afternoon,65463,9432,Gas Station,0,0,98882,Snowy,1,66520
ATM_0029,2024-01-01,Monday,Evening,39006,6298,Standalone,1,0,142419,Snowy,5,39223
ATM_0016,2023-06-24,Saturday,Evening,64667,940,Standalone,0,0,80986,Clear,0,63934
ATM_0023,2023-02-25,Saturday,Night,32870,10299,Standalone,0,0,67497,Rainy,4,23236
ATM_0015,2022-11-09,Wednesday,Afternoon,51243,7925,Mall,0,0,130039,Rainy,0,46993
ATM_0016,2023-12-17,Sunday,Night,45100,19926,Gas Station,0,1,68939,Clear,3,39733
ATM_0003,2022-10-04,Tuesday,Evening,28946,8988,Supermarket,0,0,96335,Clear,0,24608
ATM_0018,2023-09-17,Sunday,Night,64297,13945,Gas Station,0,0,87415,Cloudy,3,56671
ATM_0029,2022-02-15,Tuesday,Afternoon,39399,4597,Bank Branch,0,0,76451,Cloudy,4,31264
ATM_0004,2023-11-08,Wednesday,Evening,41930,12332,Mall,0,0,101580,Snowy,0,41704
ATM_0039,2022-12-11,Sunday,Evening,45677,10915,Supermarket,0,0,80169,Clear,2,43364
ATM_0047,2023-09-29,Friday,Night,27454,14978,Gas Station,0,0,82371,Clear,0,16499
ATM_0036,2023-02-02,Thursday,Evening,51354,10171,Supermarket,0,0,92750,Snowy,1,46496
ATM_0025,2023-04-24,Monday,Afternoon,40724,6025,Bank Branch,0,1,58552,Snowy,5,49156
ATM_0018,2022-03-29,Tuesday,Afternoon,52310,11795,Supermarket,0,0,126684,Cloudy,0,50164
ATM_0040,2022-10-08,Saturday,Evening,42066,13887,Standalone,0,0,70824,Clear,0,32501
ATM_0020,2023-08-06,Sunday,Evening,53527,12201,Standalone,0,0,89580,Cloudy,3,57671
ATM_0002,2023-03-27,Monday,Morning,34243,14230,Gas Station,0,0,97930,Snowy,3,33005
ATM_0041,2023-07-24,Monday,Afternoon,42656,10209,Gas Station,0,0,152733,Clear,2,43493
ATM_0040,2023-07-19,Wednesday,Evening,67302,15812,Mall,0,0,108710,Snowy,2,67761
ATM_0017,2023-05-22,Monday,Afternoon,52497,0,Bank Branch,0,0,86420,Rainy,4,48510
ATM_0042,2022-02-20,Sunday,Afternoon,32638,95,Mall,0,0,99233,Rainy,5,34166
ATM_0033,2023-03-27,Monday,Evening,62281,5183,Mall,0,0,61358,Rainy,0,56464
ATM_0046,2022-09-23,Friday,Evening,36667,9201,Mall,0,0,79716,Snowy,4,32361
ATM_0046,2022-02-15,Tuesday,Afternoon,55084,15701,Standalone,0,0,76395,Cloudy,0,39201
ATM_0033,2022-03-21,Monday,Afternoon,44997,14426,Bank Branch,0,0,117580,Snowy,5,43428
ATM_0027,2022-03-15,Tuesday,Night,35802,8634,Standalone,0,0,111700,Snowy,4,37093
ATM_0024,2022-12-10,Saturday,Night,54217,19162,Standalone,0,0,69394,Snowy,4,47266
ATM_0002,2022-06-14,Tuesday,Evening,48163,1914,Mall,0,0,106926,Rainy,4,55956
ATM_0002,2022-04-19,Tuesday,Afternoon,40549,6329,Standalone,0,0,71070,Snowy,1,34483
ATM_0025,2023-08-20,Sunday,Morning,43023,13138,Bank Branch,0,0,133292,Clear,0,24822
ATM_0015,2023-08-02,Wednesday,Night,57008,7278,Supermarket,0,0,89911,Clear,4,46834
ATM_0031,2023-11-07,Tuesday,Night,27201,10910,Standalone,0,0,79280,Snowy,1,14006
ATM_0022,2022-09-06,Tuesday,Evening,47874,14389,Bank Branch,0,0,115815,Clear,5,37573
ATM_0016,2023-04-01,Saturday,Night,49669,18729,Standalone,0,0,114453,Clear,2,24804
ATM_0042,2023-05-11,Thursday,Afternoon,38701,9432,Gas Station,0,0,89131,Rainy,4,24809
ATM_0009,2023-07-05,Wednesday,Afternoon,68957,7646,Gas Station,0,0,122423,Rainy,4,65617
ATM_0017,2022-10-21,Friday,Evening,61355,8736,Standalone,0,0,35169,Cloudy,3,67041
ATM_0033,2022-06-01,Wednesday,Night,54457,10269,Bank Branch,0,0,73474,Cloudy,0,52173
ATM_0011,2022-05-04,Wednesday,Night,60235,14732,Standalone,0,0,112081,Cloudy,5,60918
ATM_0007,2022-05-10,Tuesday,Morning,43849,10538,Gas Station,0,0,119964,Rainy,0,38274
ATM_0009,2023-06-12,Monday,Night,83097,10398,Gas Station,0,0,23266,Cloudy,5,65539
ATM_0036,2022-09-05,Monday,Evening,68552,8007,Mall,0,0,91067,Snowy,4,76904
ATM_0039,2023-09-24,Sunday,Morning,59184,2202,Mall,0,0,78445,Snowy,3,64171
ATM_0027,2023-10-08,Sunday,Night,55147,6064,Gas Station,0,0,80434,Cloudy,5,59273
ATM_0009,2022-07-07,Thursday,Morning,42400,11199,Bank Branch,0,0,129709,Snowy,5,28989
ATM_0042,2023-04-10,Monday,Night,19288,1738,Standalone,0,0,119339,Snowy,0,19856
ATM_0015,2022-11-01,Tuesday,Night,63815,7601,Standalone,0,0,91347,Cloudy,2,69046
ATM_0021,2023-01-29,Sunday,Evening,82785,10031,Bank Branch,0,1,63034,Clear,5,81583
ATM_0047,2022-08-04,Thursday,Night,65841,13941,Supermarket,0,0,118281,Snowy,0,51366
ATM_0023,2022-10-19,Wednesday,Afternoon,35194,11064,Mall,0,0,99792,Cloudy,3,27615
ATM_0015,2022-06-23,Thursday,Evening,47391,16692,Standalone,0,1,85897,Clear,1,32577
ATM_0043,2022-10-13,Thursday,Afternoon,29755,26886,Mall,0,0,113530,Rainy,0,9701
ATM_0039,2022-02-10,Thursday,Afternoon,43859,4719,Mall,0,0,62394,Clear,2,45499
ATM_0014,2022-10-16,Sunday,Night,34621,15608,Gas Station,0,0,104581,Cloudy,2,30021
ATM_0008,2023-12-25,Monday,Morning,42220,18591,Gas Station,1,0,96216,Cloudy,2,34405
ATM_0006,2022-05-21,Saturday,Evening,48704,14182,Mall,0,1,78645,Clear,5,52127
ATM_0015,2022-03-18,Friday,Evening,27850,15289,Bank Branch,0,0,89357,Snowy,3,20181
ATM_0041,2023-06-10,Saturday,Morning,44171,22299,Standalone,0,0,115629,Clear,3,29062
ATM_0007,2023-12-24,Sunday,Evening,37035,15678,Bank Branch,1,0,93666,Clear,5,29479
ATM_0041,2022-01-09,Sunday,Afternoon,70617,4979,Bank Branch,0,0,118887,Rainy,5,56054
ATM_0013,2022-09-29,Thursday,Night,40496,468,Bank Branch,0,0,98232,Rainy,5,42082
ATM_0032,2022-10-17,Monday,Afternoon,83160,14411,Bank Branch,0,0,120549,Clear,4,72199
ATM_0047,2022-08-08,Monday,Morning,47191,15163,Gas Station,0,0,129076,Rainy,5,40629
ATM_0012,2022-02-09,Wednesday,Night,42800,14157,Standalone,0,0,115961,Rainy,5,43095
ATM_0023,2023-05-11,Thursday,Afternoon,28637,19558,Standalone,0,0,87176,Snowy,5,14891
ATM_0032,2023-05-17,Wednesday,Night,46024,11210,Supermarket,0,0,82980,Cloudy,2,40499
ATM_0007,2022-08-13,Saturday,Morning,47184,14203,Standalone,0,0,83494,Cloudy,2,36008
ATM_0016,2023-11-10,Friday,Night,42606,19038,Mall,0,0,132828,Snowy,5,32493
ATM_0008,2022-12-22,Thursday,Night,47598,8782,Bank Branch,0,0,101130,Cloudy,3,47970
ATM_0039,2023-02-26,Sunday,Afternoon,48126,10750,Mall,0,0,114249,Rainy,3,40709
ATM_0004,2023-07-30,Sunday,Evening,35445,3235,Standalone,0,0,102975,Cloudy,3,30946
ATM_0029,2023-03-12,Sunday,Night,47431,22917,Standalone,0,1,73395,Snowy,3,39850
ATM_0047,2022-08-13,Saturday,Evening,44353,11580,Mall,0,0,111677,Cloudy,1,35480
ATM_0037,2022-06-20,Monday,Afternoon,69261,12143,Mall,0,1,115409,Snowy,1,67811
ATM_0039,2023-07-07,Friday,Morning,49148,5547,Mall,0,0,88714,Clear,5,47018
ATM_0022,2022-12-28,Wednesday,Morning,41109,3381,Mall,0,0,91281,Snowy,4,40391
ATM_0013,2022-06-10,Friday,Night,58529,11914,Bank Branch,0,0,132528,Rainy,2,42070
ATM_0022,2023-02-28,Tuesday,Afternoon,53540,11248,Supermarket,0,0,51185,Clear,0,52188
ATM_0002,2023-06-24,Saturday,Morning,47235,8970,Supermarket,0,0,72710,Cloudy,0,40869
ATM_0011,2022-10-17,Monday,Evening,36076,10508,Mall,0,0,106126,Rainy,0,32942
ATM_0018,2022-05-07,Saturday,Night,51851,2708,Gas Station,0,0,132602,Snowy,0,44188
ATM_0005,2022-03-17,Thursday,Night,55555,11979,Mall,0,0,97656,Rainy,0,43797
ATM_0048,2023-08-26,Saturday,Night,37439,14478,Bank Branch,0,0,118505,Snowy,2,22986
ATM_0028,2023-06-09,Friday,Morning,52529,11169,Standalone,0,0,123299,Rainy,0,39253
ATM_0017,2023-11-03,Friday,Night,70285,0,Gas Station,0,0,141041,Clear,1,69455
ATM_0027,2023-07-29,Saturday,Evening,24410,9267,Gas Station,0,0,120128,Rainy,3,20000
ATM_0002,2023-05-24,Wednesday,Night,41326,11475,Standalone,0,0,98704,Clear,3,29663
ATM_0015,2023-08-15,Tuesday,Morning,51394,11436,Gas Station,0,0,118874,Cloudy,2,37634
ATM_0031,2023-07-31,Monday,Morning,59201,9837,Standalone,0,0,116609,Clear,0,51383
ATM_0036,2022-06-23,Thursday,Afternoon,36413,6168,Gas Station,0,0,98424,Clear,1,36929
ATM_0026,2023-09-24,Sunday,Night,45677,10752,Supermarket,0,0,103152,Rainy,0,46280
ATM_0050,2023-05-21,Sunday,Evening,52924,6021,Gas Station,0,0,127988,Snowy,1,41897
ATM_0003,2022-11-26,Saturday,Night,52821,5744,Mall,0,0,113306,Rainy,4,53042
ATM_0032,2023-07-13,Thursday,Night,83144,1222,Standalone,0,1,109078,Rainy,2,103706
ATM_0030,2023-12-27,Wednesday,Night,36714,6875,Supermarket,0,0,77974,Clear,0,30356
ATM_0028,2023-12-18,Monday,Morning,60982,5677,Gas Station,0,0,131790,Clear,1,53739
ATM_0034,2022-05-05,Thursday,Afternoon,56875,4476,Bank Branch,0,0,119772,Clear,0,59107
ATM_0028,2023-05-23,Tuesday,Afternoon,44282,3955,Supermarket,0,0,88681,Cloudy,3,46234
ATM_0001,2022-10-31,Monday,Morning,40124,7027,Gas Station,0,1,109562,Snowy,4,37410
ATM_0021,2023-09-22,Friday,Evening,41341,21071,Supermarket,0,0,73045,Rainy,2,27900
ATM_0034,2023-12-03,Sunday,Afternoon,45173,9837,Supermarket,0,1,138253,Snowy,4,45094
ATM_0039,2022-09-15,Thursday,Night,30127,12085,Gas Station,0,0,80307,Snowy,5,15725
ATM_0047,2022-05-19,Thursday,Afternoon,68999,5144,Supermarket,0,0,97736,Cloudy,0,71502
ATM_0021,2023-03-03,Friday,Afternoon,41670,12677,Bank Branch,0,0,124180,Clear,2,34550
ATM_0045,2022-07-12,Tuesday,Afternoon,87581,7741,Mall,0,0,137902,Snowy,0,80604
ATM_0004,2023-10-02,Monday,Night,46052,15241,Supermarket,0,0,83236,Snowy,5,42307
ATM_0036,2022-08-20,Saturday,Evening,50045,12923,Mall,0,1,104756,Snowy,2,54486
ATM_0028,2023-08-22,Tuesday,Evening,57194,5363,Standalone,0,0,125768,Cloudy,2,60161
ATM_0036,2023-07-09,Sunday,Afternoon,46495,11009,Mall,0,0,90100,Clear,5,37369
ATM_0014,2022-10-14,Friday,Afternoon,34760,8380,Standalone,0,0,104237,Rainy,4,24993
ATM_0038,2023-10-23,Monday,Night,36770,2786,Standalone,0,0,109601,Snowy,5,36445
ATM_0040,2023-11-16,Thursday,Night,70747,13192,Bank Branch,0,0,133952,Rainy,1,70560
ATM_0006,2023-09-22,Friday,Afternoon,45188,3189,Bank Branch,0,0,86323,Clear,2,51606
ATM_0005,2022-02-23,Wednesday,Afternoon,49862,10303,Supermarket,0,0,138525,Cloudy,5,30485
ATM_0031,2022-12-01,Thursday,Evening,51219,15894,Supermarket,1,0,91298,Rainy,4,43443
ATM_0026,2023-01-22,Sunday,Night,45324,12634,Gas Station,0,0,100151,Snowy,4,34744
ATM_0006,2023-09-12,Tuesday,Afternoon,44713,20741,Bank Branch,0,1,98121,Snowy,5,44911
ATM_0010,2023-03-24,Friday,Night,67445,14640,Gas Station,0,0,104169,Snowy,5,71544
ATM_0008,2023-07-26,Wednesday,Night,14682,10091,Standalone,0,0,124609,Snowy,3,5538
ATM_0050,2023-11-18,Saturday,Evening,57912,6397,Gas Station,0,0,108227,Rainy,3,60050
ATM_0024,2022-07-03,Sunday,Morning,47826,12029,Bank Branch,0,0,100327,Rainy,0,28056
ATM_0038,2022-11-14,Monday,Evening,35195,0,Mall,0,1,108620,Snowy,4,36082
ATM_0001,2023-09-14,Thursday,Evening,25712,13148,Mall,0,0,94681,Cloudy,3,15046
ATM_0003,2023-12-14,Thursday,Evening,58353,6501,Standalone,0,0,95812,Clear,5,50520
ATM_0031,2023-09-15,Friday,Night,79037,10679,Gas Station,0,0,98079,Clear,0,83363
ATM_0024,2022-01-30,Sunday,Afternoon,47029,7818,Bank Branch,0,0,120962,Rainy,0,44633
ATM_0027,2022-05-03,Tuesday,Morning,44237,6189,Gas Station,0,0,151719,Clear,2,44240
ATM_0007,2023-07-12,Wednesday,Evening,56285,2893,Bank Branch,0,0,135045,Clear,2,53649
ATM_0044,2022-11-21,Monday,Afternoon,43114,12908,Supermarket,0,0,104374,Snowy,4,42356
ATM_0001,2023-11-12,Sunday,Night,47497,9940,Gas Station,0,0,80439,Clear,0,43235
ATM_0013,2023-05-29,Monday,Afternoon,60405,17922,Standalone,0,0,84199,Cloudy,0,55759
ATM_0018,2023-09-16,Saturday,Afternoon,60392,15109,Supermarket,0,0,104224,Clear,2,58814
ATM_0018,2023-07-29,Saturday,Evening,59703,6577,Mall,0,0,73444,Clear,4,65421
ATM_0030,2022-04-01,Friday,Morning,45672,17577,Mall,0,0,122929,Clear,1,30619
ATM_0021,2023-08-29,Tuesday,Morning,69120,4321,Bank Branch,0,0,110185,Rainy,5,59137
ATM_0024,2023-04-17,Monday,Morning,40758,18085,Bank Branch,0,0,84591,Rainy,5,24933
ATM_0049,2022-05-16,Monday,Evening,53782,148,Mall,0,0,55941,Snowy,1,62117
ATM_0018,2022-05-24,Tuesday,Evening,46691,11234,Gas Station,0,0,77496,Rainy,2,42922
ATM_0013,2022-07-01,Friday,Evening,58442,9311,Standalone,0,0,115604,Snowy,0,57314
ATM_0032,2022-12-30,Friday,Evening,32386,10341,Standalone,0,0,102526,Cloudy,5,23726
ATM_0044,2022-06-24,Friday,Morning,61946,18319,Supermarket,0,0,93502,Rainy,5,45869
ATM_0028,2022-12-22,Thursday,Evening,62894,11924,Bank Branch,0,0,115971,Snowy,0,57306
ATM_0033,2022-08-04,Thursday,Evening,48988,15968,Bank Branch,0,0,93153,Clear,0,43787
ATM_0034,2023-11-06,Monday,Afternoon,63531,12117,Gas Station,0,0,67905,Snowy,2,57476
ATM_0037,2023-01-22,Sunday,Morning,24690,14156,Standalone,0,0,117431,Snowy,0,16823
ATM_0011,2023-03-08,Wednesday,Night,54907,20186,Standalone,0,0,102941,Clear,1,52362
ATM_0023,2022-11-10,Thursday,Afternoon,57658,11008,Gas Station,0,0,110607,Clear,3,56599
ATM_0040,2023-04-13,Thursday,Night,48206,9827,Gas Station,0,0,118114,Rainy,2,39744
ATM_0047,2023-01-18,Wednesday,Evening,48442,4097,Gas Station,0,0,131840,Snowy,0,50246
ATM_0015,2023-06-04,Sunday,Morning,41183,2783,Gas Station,0,0,112763,Snowy,4,45699
ATM_0026,2023-08-31,Thursday,Morning,76164,13317,Bank Branch,0,0,104095,Snowy,4,60747
ATM_0045,2023-06-21,Wednesday,Afternoon,56137,9440,Supermarket,0,0,90946,Rainy,5,48526
ATM_0022,2022-02-25,Friday,Morning,66615,12833,Standalone,0,0,112886,Rainy,2,46721
ATM_0030,2023-02-10,Friday,Afternoon,52197,8452,Gas Station,0,0,103840,Rainy,1,52077
ATM_0012,2022-11-05,Saturday,Evening,47924,8112,Mall,0,0,163155,Rainy,3,35716
ATM_0006,2022-09-08,Thursday,Afternoon,63601,7743,Supermarket,0,0,97383,Snowy,0,52591
ATM_0031,2022-06-13,Monday,Evening,26459,6815,Mall,0,0,104142,Cloudy,5,27179
ATM_0014,2023-04-29,Saturday,Night,46410,17390,Gas Station,0,0,70352,Clear,3,38361
ATM_0009,2022-11-22,Tuesday,Afternoon,51966,14424,Gas Station,0,0,141024,Snowy,5,48435
ATM_0047,2023-03-11,Saturday,Night,39592,9503,Supermarket,0,0,94551,Cloudy,5,32879
ATM_0048,2023-08-24,Thursday,Morning,63215,12702,Bank Branch,0,0,112381,Rainy,1,61305
ATM_0024,2023-01-06,Friday,Evening,44367,7513,Supermarket,0,0,105881,Cloudy,0,43745
ATM_0042,2022-08-24,Wednesday,Afternoon,64571,3523,Gas Station,0,0,76248,Rainy,2,49916
ATM_0028,2022-04-06,Wednesday,Evening,58683,15078,Gas Station,0,0,103749,Cloudy,1,57208
ATM_0019,2022-11-15,Tuesday,Night,44373,17842,Gas Station,0,0,84239,Cloudy,1,27505
ATM_0011,2023-02-12,Sunday,Morning,59853,8283,Gas Station,0,0,122844,Snowy,5,50939
ATM_0047,2022-04-14,Thursday,Night,38979,14779,Mall,0,0,123670,Rainy,4,31376
ATM_0033,2023-01-29,Sunday,Night,32530,13146,Mall,0,0,94018,Cloudy,3,21924
ATM_0050,2022-02-25,Friday,Evening,60189,6449,Gas Station,0,0,57706,Clear,4,62935
ATM_0029,2023-05-30,Tuesday,Evening,43641,10316,Gas Station,0,0,94483,Snowy,0,34031
ATM_0012,2023-03-11,Saturday,Night,42288,14488,Mall,0,0,125123,Snowy,5,28499
ATM_0038,2022-09-22,Thursday,Afternoon,67815,12483,Supermarket,0,0,112702,Cloudy,3,53604
ATM_0004,2023-04-21,Friday,Evening,36996,9851,Mall,0,0,109744,Cloudy,3,35219
ATM_0024,2022-02-21,Monday,Evening,61509,10424,Standalone,0,0,113712,Snowy,0,53670
ATM_0035,2022-10-01,Saturday,Afternoon,45974,10406,Standalone,0,0,109691,Clear,3,43168
ATM_0021,2022-11-01,Tuesday,Morning,54012,11325,Supermarket,0,0,87020,Clear,4,40045
ATM_0048,2023-02-10,Friday,Afternoon,33778,11679,Bank Branch,0,0,110327,Clear,1,21366
ATM_0047,2022-05-29,Sunday,Night,31324,7566,Gas Station,0,0,118871,Snowy,3,23831
ATM_0045,2023-09-25,Monday,Afternoon,41810,3251,Supermarket,0,0,128403,Clear,0,45413
ATM_0021,2023-01-17,Tuesday,Morning,58881,6466,Bank Branch,0,0,114391,Clear,3,43215
ATM_0033,2022-03-22,Tuesday,Evening,56528,6292,Standalone,0,0,93124,Clear,1,60210
ATM_0048,2022-09-21,Wednesday,Morning,51821,19345,Gas Station,0,1,84914,Rainy,4,43417
ATM_0017,2022-11-07,Monday,Afternoon,47742,6684,Mall,0,0,104157,Cloudy,1,41332
ATM_0049,2023-03-24,Friday,Evening,51988,11479,Bank Branch,0,0,102708,Clear,4,38878
ATM_0026,2022-07-05,Tuesday,Evening,57070,16359,Standalone,0,0,105559,Rainy,0,37566
ATM_0027,2023-11-04,Saturday,Afternoon,37287,15289,Standalone,0,0,101636,Snowy,0,26946
ATM_0015,2022-08-19,Friday,Morning,56949,8334,Standalone,0,0,94482,Snowy,5,42433
ATM_0046,2023-09-16,Saturday,Night,31633,0,Supermarket,0,0,92574,Snowy,4,29875
ATM_0025,2023-05-03,Wednesday,Morning,76069,12144,Standalone,0,0,106775,Snowy,3,53251
ATM_0010,2023-04-19,Wednesday,Night,48074,8488,Bank Branch,0,0,110617,Rainy,5,38182
ATM_0025,2022-09-19,Monday,Night,33152,20228,Mall,0,0,110606,Clear,5,23280
ATM_0032,2023-07-29,Saturday,Evening,54567,9417,Mall,0,0,104283,Snowy,2,41793
ATM_0019,2022-11-19,Saturday,Night,35350,10801,Gas Station,0,0,91523,Rainy,4,23598
ATM_0023,2023-08-02,Wednesday,Night,38515,12823,Gas Station,0,1,113689,Clear,2,33871
ATM_0036,2023-05-18,Thursday,Afternoon,46654,11410,Gas Station,0,1,96942,Rainy,3,42801
ATM_0039,2022-05-07,Saturday,Morning,56503,1424,Gas Station,0,0,116518,Clear,4,56487
ATM_0019,2022-07-02,Saturday,Afternoon,33683,9380,Gas Station,0,0,77629,Snowy,1,27161
ATM_0027,2023-09-06,Wednesday,Evening,59642,4978,Standalone,0,0,102536,Clear,5,45648
ATM_0044,2023-10-11,Wednesday,Evening,44504,10883,Supermarket,0,0,100447,Cloudy,1,33259
ATM_0026,2023-05-22,Monday,Night,35200,5057,Standalone,0,0,144818,Cloudy,1,28251
ATM_0012,2023-02-14,Tuesday,Evening,71228,19209,Mall,0,0,97093,Snowy,3,58886
ATM_0042,2022-06-26,Sunday,Morning,55210,9004,Gas Station,0,0,103696,Cloudy,3,55959
ATM_0027,2022-07-13,Wednesday,Morning,53564,3946,Supermarket,0,0,81230,Clear,4,58490
ATM_0037,2023-02-23,Thursday,Morning,41803,4185,Standalone,0,0,92851,Rainy,4,35931
ATM_0041,2023-04-29,Saturday,Morning,56906,9302,Standalone,0,0,105135,Cloudy,4,49793
ATM_0033,2022-07-17,Sunday,Afternoon,46572,13335,Gas Station,0,0,69098,Rainy,1,44590
ATM_0031,2023-12-31,Sunday,Afternoon,58005,17464,Standalone,1,0,92179,Clear,0,57023
ATM_0014,2023-08-15,Tuesday,Night,72192,14087,Gas Station,0,0,81730,Cloudy,1,55916
ATM_0012,2023-04-18,Tuesday,Morning,59383,8883,Supermarket,0,0,93855,Rainy,1,62859
ATM_0030,2022-03-13,Sunday,Morning,70536,8873,Mall,0,0,133333,Cloudy,4,57535
ATM_0031,2023-01-30,Monday,Morning,72867,7775,Gas Station,0,1,132021,Clear,5,67763
ATM_0050,2023-09-14,Thursday,Morning,63377,9903,Gas Station,0,0,102032,Clear,2,45187
ATM_0026,2022-02-10,Thursday,Evening,67508,17942,Gas Station,0,0,86300,Cloudy,3,59484
ATM_0008,2022-04-17,Sunday,Afternoon,62017,12493,Standalone,0,0,61150,Clear,5,44193
ATM_0011,2023-01-11,Wednesday,Night,46960,14900,Standalone,0,0,106103,Rainy,3,29392
ATM_0014,2022-09-28,Wednesday,Morning,67221,0,Standalone,0,0,102976,Clear,3,56993
ATM_0046,2023-05-19,Friday,Afternoon,24490,6326,Standalone,0,0,96110,Cloudy,2,22175
ATM_0029,2023-12-18,Monday,Evening,59988,4821,Supermarket,0,0,117621,Clear,1,66903
ATM_0010,2023-06-19,Monday,Evening,43452,15358,Mall,0,0,105904,Snowy,4,23567
